cardId,listId,pageId,text
7846893,15,11,恰糖;66666666666666;吃糖;池塘 ;再来一次 ;吃糖;恰糖;恰糖~~~;看看;恰~~~~~
7842001,16,16,吃糖;我也想要啊;真远....;看看;吃糖;美服还没倒闭？;池塘;吃糖 ;池塘
7847860,15,11,是的。你随便翻几个历史记录就懂了;危害在影响了既得利益者们装逼······要知道。阻人装逼等于杀人xx;他们首先是把黑比排除。再讨论爆率。我小团体现在算神话概率就是把我们几个黑比排除。然后得出结论。五六百把就能出神话;2000次也就一个多月。神话装备都齐了。在新的游戏内容出来之前。用什么来挽留住玩家呢; 更强的神话装备肯定是不行了;保底的意思是出的人就没有这个保底了 那有神话的人当然不愿意了 每人发一个随机的还会有人不要？;你风怒力;留不住玩家这个论点。这不是我作为一个玩家需要考虑的。其本质在于游戏内容匮乏(现在除了深渊没有其他游戏内容。版本所有最好的东西全部都在深渊里。不觉得太滑稽了吗)。这是游戏开发组策划组无能。因为他们无能做不出有内容的版本因而采取不给保底拖版本的做法。这是合理的吗？所以要求保底的玩家没有错。错在无能的开发组开发不出游戏内容;合着你刷5000把花钱。我刷5000把就不花钱？;我吐了。还真有算不清楚账的;所以都花了票。只准你有神话不准非酋有保底。这就是双标欧皇的嘴脸吗。可真够搞笑的呢;没有逼格、不能睾人一等、解释完毕此贴终结
7841202,15,13,
7836028,14,3,我一般也是建队喊两声。求带的就不要去申请了。人不要你带;今天就是这样的。我6w面板的小剑魂。一个6500普雷毕业奶爸。我点了进去。最后的最后。等了到了4个人。所谓的一些c。结果我这个“主c”打的很累。我小奶妈7300叫c。基本上装备成套就可以打。很不不看更多;网游还是找个团体或者朋友好。就没那么多事情了。奶可以互带。而且自己养的奶给认识的人。吃认识的人的奶。不给野人吃。也就不用说活该什么的;你小C。红8C就算每日带了奶。奥核奶也不申请你的队伍。;你大C每日一个奶不管他们。开奥核一样有奶申请。;这总结的很对;五件100级装备才3500c。还是传说6;野人看着都慌了;以前为了早几个星期出海伯伦去打卢克每日的时候就遇到过类似的情况。奈子不大。脾气不小~;野人我都不带的。出神话还刺激到我;昨晚加班太晚小团体打完了。顺便想带个奶兴许拉进群。第二个频道明明门口一堆奶喊就是不放我。32222。普通称号男气。20秒1800亿。你们到底要多大的打个22。。;就是这样的;我7800奶爸 单刷也可以过 组个 称号都没附魔的c 都可以过;但是有些眼高手低的奶 宁愿喊半天 都不要小c 组队一起过 ;也就c服事多
7846109,14,6,最后一段笑出猪叫哈哈哈;好活;建议叫向善;好的 恶改;好活。;改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶改恶;我打震撼;改恶 ADP 协调~~~;所以改恶韩服正经翻译全称到底是啥。。。;改良•恶魔之路？;我愿意叫啥叫啥
7850087,14,3,我除了称号其他的都穿在身上;我懂了。但是没玩奶不知道这种烦恼;忍辱负重的预约号
7842283,14,5,为啥我的没有使明朗。只有在详细信息里面才有使明朗这一个调节;先留个爪;这个进行支持的游戏怎么设置。;马克;坚持4:3不动摇。16:9切一块看着就不爽;哦。我a卡无事发生;好东西;学到了 这就爬起来开电脑;明天试试;为什么我开了使明朗。站街还高了30帧？
7849396,14,8, 地狱求道者万年一个鞋子 明天百变怪出了 赌狗次元二选一  我选次元了   赌狗这差距也太大了..;吃糖;吃糖;吃糖;太强了;吃糖;前排。吃糖;吃吃吃;吃糖;爆炸伤害 
7849638,14,3,找公会;具体哪个公会看你。我这个也行;公会里面有商人。;觉得坑也可以自己在工会出售。;找会长担保。;以物换物嫌麻烦。索性直接送人解君愁得了。就当没发生过;我就是在这个平台出手了开到的天9。卖了1200。至少我个人没问题。;换矛盾。买喇叭喊。价格稍微比平台低一点就行;当面多人运动。;走平台试试。7881;矛盾比较好;你挂平台就偷偷挂。别让任何人知道;游戏内交易;DD373就行 我就在那卖的~
7849241,14,5,他也撑不到一个月就萎了。还能天天像开服那么刷啊;3排疲劳药那种。很多疲劳药都是一瓶或者几瓶的。几天就没了;我的号后面几周平均每周大约300把的样子 助手的统计。头两周周疲劳多能有400左右。平均一天45次问题不大 离2000次差一点;这些一般只有一瓶。活动给的。有钱也买不到;你这十二种药加起来能刷多少把？;无知;。。。还是比较多把。。。 我 刷了一个月 才吃完。。。 现在 就剩下 200个PL药了 ;加起来一共2400+ ;我4.7号就毕业了 当时这一个号就刷了接近2000;2000把是一般人。3-4000那是大佬了;旭旭宝宝老婆的魔道一天1000多PL
7849882,14,2,你觉得刷不出神话的黑人能碰到加百利？;云幂？;感觉次数神话好了。使用过图n次后小时。;弃坑不玩 就没有保底不保底 毕业不毕业这么多烦恼了;就算加百利和ss一样爆率。你黑的一批爆率只有别人一半那就是5%。一次5个碎片。点满1000个碎片也就4000吧。和论坛天天打碟的4000-5000吧保底水平不也就持平
7848715,14,7,周年是那天？;咋没有全职业3觉后再出呢 就国服这职业歧视;没票了 咋整呢 还等着版本末期送 ;我希望明天出！你开么;本来想选第一个因为周年庆之前就能毕业 但身为一个未三觉的职业 我还是选了第三个（魔枪士）;所有职业三觉完毕再开是最合适的;我希望和韩服同步  每次都是韩服玩的差不多了  国服拿过来一天打爆;我觉得7月份左右的夏日套上线比较好;韩服开了四个月左右的洞察版本   开希洛克;国服3.19  四个月左右差不多夏日套   这样版本不会越拖越久;明年周年庆出 最好.;现在就出吧。看到论坛100级刚开一周就猴急猴急的
7849617,14,2,龙珠;做神话武器。类似荒古;希望是统一武器;说实话。你列举的就附魔现实点。其他的都是没啥营养;估计多半又是同质武器和制作周期很长的特色装备;神话武器啊;左边增加新装备槽位。就叫头盔吧。前置任务开孔。打三个月做装备。属性就类似神话。4个词条的。和智慧产物一样需要改造。同时翻牌和罐子可以出神话头盔（材料只能换ss品级的）。同时增加粉头盔和传说头盔。;会不会出个新的装备槽;  然后打2个月解锁  3个月做出来;防具．首饰．特殊都有神话了……就差武器没有神话级别;更多组合的可能性。大套装。比如2+3。原本是没有套装属性的。但通过团本材料。可以给这两套新增链接词条。变成大套装。这样人人都能有一套自定义的装备;我觉得是神话武器。然后材料可对神话武器进行再升级。每升级一次可以佩戴一个神话部位
7848145,15,9,2+2翻3神话了。还有2套2=1。2套4=1的最后一件都是2+2出的。同时期同账号7000把深渊了也就出了4个神话。你认死了深渊那你就去找你那10个ss呗;我觉得不是策划有毛病。是你有毛病。如果深渊材料可以换工作服材料的话那才是铁憨憨。自己管理不好材料就别到处怪这怪那了吧;来秀智商下限的;乱升工作服手镯干嘛。而且每日爆率挺高的 可以去打打;看到你不打2+2。再看了看你id。我一点都不心疼。甚至想笑;工作服的周期确实偏长。但是你的操作也是真的骚;你打不打2+2是你的事。但是你自己开罐子就别抱怨了。纯属手贱活该;居然有这么蠢的人 我也是长见识了;连xxbb这种神豪都坚持每天2+2。他难道是为了工作服？爆率这么高的图你不打只能说自作自受了;继续不打 等深渊军神神话 岂不美哉
7811379,15,19,5.5s爆发。想学。可gif刷不出来……;看看;看看;看看;的一;鬼泣大法;我这里看得到呀。什么情况;看看;看看;看看看看
7848125,14,2,"你不就是那个经常发喇叭的哥们吗;那就拖着呗;说实话。这俩人伤害应该差挺远的。瞎子332111。剑魂3332。剑魂还有双尊。;其实只要提前沟通。我觉得就OK了。;来。明天拖你。留一下联系方式。真拖;就这两句。无别的了;我发的啥。你说一下。不然我不信你见到我叫喇叭;啥东西 我就水个贴。你是剑魂啊 没注意;提前商量好有什么问题吗？;这不很简单吗 跨一一大群人都知道你 无非就三个内容;小团体收人 红11起步;竞速团队收人 红12以上;有时和狗骗子斗智斗勇什么的 ;咋说呢。首先我就水个贴。压根没看内容.其次。我跟人商量不会说""你没意见吧""这种话."
7849422,14,2,选择井盖就是选择未来;井盖;斗罗进图衣服固定。当然是井盖了;都不玩。这两都需要真爱;奶萝;比萌的话每个人萌点不同。打开技能画面演示自己看咯;井盖;11年斗罗建议你玩井盖;井盖萌。斗罗帅;井盖适合当小号呀。不考虑强度的那种（为什么印象中井盖就划水的呢。当然我也乐意）
7849068,14,2,我风暴一拖三每人交50w门费没有排面的？;现在堇青石价格没有那么高了 ;如果C够大 带个门槛奶也不是不行 一个人收10个老板的钱;我都是冒险神殿。有SS惊喜。偶尔还出那武器15属强卡没那么枯燥;那门槛奶为什么要去2拖团。。秒进8人不好吗;这我倒是欠考虑了。我一般都是花个300-400w去租个奶;从没考虑过进团;堇青石都崩了。还搬个屁;双开暴风简单粗暴;国服不存在的 因为怕你拿钱就跑 而打完再给 又怕老板打完就跑 所以国服环境不可能这样的
7847362,15,14,欧洲没有土豪。我们欧洲土豪什么时候才能站起来;所有人都有就等于所有人都没有。这么简单的道理还有人不懂哈哈;你真是个较真的人啊;不知道为什么看了你的回复就很想来一句：老婆好;上一个损害平民利益的是龙珠。再上一个是双倍旋涡;这就是抬杠了。你列举的基本都是最为极端的情况。有神话的还是少数。就我日常打圆桌团而言。洞察一共16人次一桌。能有2到4个神话不错了。有运气没钱。或者没运气有钱死磕的绝对少数。再者。那么使劲练小号刷李明德没几个。那每日都挺长时间。进团本就是看看装备看属性的事。除非自己开团。有问题？不要为了反驳楼主而反驳;最后就会要求神话自选。不然钱白充了警告;他的意思是红眼=2专家还是红眼=3专家？;兄弟  你真的  用个三觉职业  也不用非得红眼  别的三觉职业   或者没三觉的念皇武极  和那些倒数的比一比
7807570,14,2,我公会因为脱坑潮也掉了一阵子;收tmd;顶顶顶顶顶顶顶;会长是个萌妹子。我们大家都在守护她。新人也要爱护她呦;顶一下;跨5帮顶;谢谢支持;自己工会帮顶;顶顶顶
7847928,14,2,看看;看看;asdasdasda;看看 ;看看;看看;看看;看看;看看;看看
7849372,12,1,有没有一起玩的;我们一起去普雷不卡的频道玩耍鸭。群号656701220。附上我的几个号…;大爷来玩鸭;能带洞察吗;可以吧。有位置可以带;可以。有位置可以带;跟着欧皇混; 大号还没你小小号厉害;单号党羡慕你;具体是什么时间段打;一起玩耍
7850220,12,1,一辈子夜雨2+1。也不能耻辱跨界。;真香;什么叫业于2+1;真香;香;武器夜雨。其他2+1
7850241,12,1,出了工作服的神话衣服。大幽魂8也已经齐了。就等升级最后2件工作服就算毕业了;我记得有次改版后瞎子就不是一定要走光强的了吧？准备换成火强。可惜的是宠物的附魔要等明年了;可以的 放心做;可以的。随便走;就是宠物少了16属强很烦
7836028,14,4,打2+2够够的吧;没日只带回归。带奶不存在的。也没见那些大奶在我装备不够的时候来奶我啊。都是一句你不配吃他的奶;我2+2见证三次神话了。大幽魂手镯上衣。荆棘上衣;就跟当年我用七宗罪的奶去sk 3=1的队伍一样。;跟圣物、遗迹奶妈没有本质区别。再大的奶也要看是什么副本。指望sk那种图有人会舔他纯属想屁吃。;我奥核奶也组超界泰波尔斯C打。6000多的小奶喊C打普通都要等好久或者没人带。太现实。。。;我平时都是自己建队伍“2+2带一个奶+++”。来个6000出头的奶妈奶萝我就发车了。;怪不得 昨天有人刷喇叭 2+2门槛比洞察还高;需要带还没有小团体的奶或多或少都有问题。我的奶刷的比新起的小c还快了。觉醒一爪子能秒boss基本上;垃圾奶就别带了 ;讲道理。在游戏里。为啥奶就比c地位高呢
7841202,15,14,
7846893,15,12,挺有意思 哈哈;吃糖;啦啦啦;吃糖;看到我了
7842001,16,17,恰糖;捡起再截图好评;牛批;吐出来;吃糖;tang   ;？？？？？？？;吃糖;吃糖啊;为什么你是英文的
7847860,15,12,能看明白别人说什么在上网 冲浪好么？;没看到我说的是要不5000把爆不爆神话都给一个我就同意;要不就都不给。否则就因为你黑就要给你一个？;是的。只要是反对保底的。你打开它的发帖纪录基本都能看到晒神话的海豹帖;是的。就因为我黑就要给一个。这就是保底。保护非酋最后的游戏体验。有什么错？你能保证自己永远当欧皇吗？总有黑的时候。保底到底触动了谁的利益。我想来想去应该是策划和运营组的。所以不开保底我能理解。玩家反对保底我就不明白了。你该出出你的。给非酋保底影响你什么了？我可能得不到那就谁都不能有？这是什么嘴脸。那你应该向国家提建议取消低保户。任由他们饿死就好了。如果你不认可那还可以展开说一下为什么大部分游戏在相关方面都采用伪随机而偏偏dnf独树一帜不给非酋任何活路。更神奇的是这还能玩家内讧是我没想到的;我7000把6个。2+2翻牌2个。但我依然还有6个号0神话嗷嗷待哺。出个保底我能开心死。强烈反对的基本就是只玩一两个号还都出毕业神话的;想当初BGO是有五星保底的  然后被所谓玩日服的玩家酸  然后举报到官方 没了  现在他们千石沉船应该都很开心 ;一种我有神话了。出保低 我怎么装X。一种我有的是票。我一定会刷出来装X的。;然后呢？欧皇和非洲人总有不同。出不到自己喜欢的。又来打碟。不保底阻止了没有神话的装x。无x可装;有些东西反过来。能不能触发取决于态度。;4个号每天满疲劳外带嗑药深渊（断药一段时间了）。目前账号4700把全账号0神话。还有800狗眼。刷完不出还神话说明100版本不再适合我了。;我希望有保底。我战法号武器神话都没。帐号5000把了。恶心到了
7849396,14,9,吃糖;恰糖哇;赌狗天下第一！;有双尊无5kl。属实奇怪。用爱发电;吃糖;吃糖;吃糖;赌狗鞋和3件套下限低。不如工作服3或者水果3。赌狗只带耳环戒指;吃糖;三爷太猛了
7842283,14,6,好像没找到  exp需要最新版本吗;好帖我顶;ok呀。;马克;好奇怪 为啥我N卡没使明朗的选项;跟WAIFU2X处理的效果很像; 好东西;集成显卡路过;我也去试试;我是A卡;回去试试
7849638,14,4,换矛盾时间结晶这些硬通货。死咬游戏交易没有线下联系方式;某898;矛盾或者结晶交易可以。感觉挺好的;矛盾结晶。然后卖了换钱。多一个步骤而已。比较稳 。看清别被变魔术就行;邮件给我。就不会被骗。;换矛盾或者深渊票。交易途中不要打字我认为相对安全;在成都的话找人面交 或者矛盾交易;走平台。或者找大主播。但千万别走不出名的平台或者小主播。;5173吧。别在游戏里面喊话。别私下找买家。就行了。还是挺稳的。;时间结晶交易。。然后再卖结晶
7848715,14,8,明天;没毕业 也想打西罗克   游戏没内容太贫乏了;最好别出 我不想打4个人以上的团本;这里要顶。不然门槛高 必定有职业歧视.(更希望早点玩的号都三绝);咋的。我希望什么时候出。策划就听了;我三觉并且毕业时;我希望明年;为毛没有国服首发的选项;全职业三觉的时候？不会有职业歧视。没三觉没人权的事情;春节出岂不是还得再来一波伟选？
7849617,14,3,1.100ss自选1件 2.100ss随机罐头 3.100ss碎片礼盒  4.100神话随机罐头 ;增加神话佩戴数。完成后衣服手镯耳环全部可以佩戴神话。武器升级神话武器。词条统一。神话专属词条随机可调。;金牌就是随机一个神话。普通就是材料。;新装备槽。可能性有丶大。;全新的智慧产物？;或者说。就按愚人节的官方通告来？;我希望ss升级神话;出个新的神话部位。比如武器;借鉴普雷。对于武器的神话专属属性可以自定义;如果要带动打团积极性。奖励除了团本材料以外。最好跟乌龟一样。有一定量的深渊票回馈。比如保底奖励可以为150-200引导石+升级材料。金牌50-100结晶/卡片+升级材料。超金就直接大量升级材料。如果直接拿到成品的话领先版本太多了。很容易提前透支玩家的新鲜感。要能够提供足够的收益。团本才能有活力。;再就是得考虑提高不渝的获取上限和攻坚队商店奖励了。我是觉得不渝不该设限的。多劳多得。量力而行。;假史诗！！武力s。附加s。技能攻击力s;越想越好笑;会不会是新的保底工作服神话呢！！！;普雷金牌12点方向就是很傻逼的设定;附魔模式吧。;现有装备额外附加词条。;好不容易。多种套装。百花齐放。在统一一遍。没有意义。;全部升级应该不至于。虽然我不介意;武器应该能吧
7846109,14,7,改善是变得更好。改恶就是变得更坏？变得更坏套？;协调;好活当赏！;协调;改恶;改恶。改恶  ;国服装备词条叫什么我就叫什么   噩梦;我一直叫地狱套。不过协调就完事了。协调协调协调协调~;u1s1。那些自命清高的初版自译。搞得我这个轻度玩家更新后手忙脚乱。什么都搞不懂认不出来;哈哈哈哈哈哈
7849241,14,6,大佬有没有我不知道  但是以前的疲劳药很容易抽的  我最多的一次是500多个币抽了11瓶  而且那会疲劳药不怎么用  都留在那了;天天都是？还是只有开始那几天？;你现在每天早上看大坤坤直播刷每天都是4排还是5排PL药;宝哥现在一周七百把左右。一开始好像有个1000疲劳？单角色次数他应该是天花板了;你没有不代表别人没有;他老婆的号上PL比他的还多;一天96盘持续了17天 ;现在每天也是188+60+50+50+50;零散5PL 1PL我就不算了 ;有。但不多。之前盒子里疲劳药很多啊……还有礼包送的……;旧心悦50*3和20*3。黑砖机50*3。新心悦50*1+20*1+10*1（5不吃）。以前大堆送的20*3和1*3。这岂止多算个188就行的？;心悦天天换pl药 我包里还有一百多瓶以前那种3次的20pl药 基本每天能刷45把
7837759,12,1,辣鸡的一二觉形态。人气高却一直不被重视。都下水道那么久才加强。元素甚至成为被遗忘的女法。。。现在三觉估计因为有奶罗拖到年底才能三觉。;是什么让那些人觉得女法是亲女儿。亲儿女难道不是女鬼剑？;是不是策划亲女儿无所谓。是我亲女儿就行了;你说是就是呗。我还能改变你的看法？;大头雪人魔界人。表情包里是女神!;我觉得 女法是二觉版本到现在 改过次数最多的职业.;女法是唯一动过二觉立绘的职业大系;你女鬼剑技改有动作加帧吗;为什么奶萝就要放到最后。奶玩家不配三觉？还是你觉得希洛克开放。就现在的大环境。不尽早开放奶系三觉？你带杜尔夫打？奶系三觉对缺奶的环境绝对有所改善;粉色萝莉头。喷死一头牛。hf论坛喷的最狠的就是女法玩家。ch不敢不待见的
7811379,15,20,看看;康康;看看看看;666666666666666;固定散打;看看;康航;看看;看看;让我康康
7849068,14,3,还行;普雷二拖还要这么高配置吗 3500e的c我都能单刷了;单刷跟你拖10个老板过图可不一样;神殿不香吗;财富密码：排骨;不大明白困难坐车的是什么人。困难奖励也就那样;6000亿的C拖困难多久一次;普雷是多少一个老板现在还有很多人打普雷金的么;4-5分钟吧 看奶大不大和熟不熟练机制;70-80w吧 有活动送的深渊材料和不渝 很多小号来摸金的
7848145,15,10,2+2爆率比深渊还高点。可以出神话。疲劳一样。材料还比一把深渊多还是白嫖图。有什么理由不大。真是睿智的骚操作;工作服耳环是认命？;不是说3个月搞定么;就你实在;有病;纯种nt;我寻思原来不也是这样？;我规划得更完美。大幽魂9+2完美毕业。可他就是还没给我出齐啊;另外。你们吐槽楼主的智商如何我是不评价。但我一路看下来。他被你们怼这么多层楼。一句都没有回呛。这不是天生脾气好不会生气。就是情商高钓你们鱼。毕竟很多人就算知道自己错了也不会老老实实被怼的;8好意思 。我每日2+2出过2神话。深渊4000+只出过一个神话;不好意思。我跨个工作服ok？
7850266,12,1,跨了2件。变了1件;龙之挑战。永远滴神
7849422,14,3,井盖;玩了井盖当时就后悔了。后悔玩的太晚了;肥鯮;目前来看选斗罗。因为魔道还是墨迹了点。队友猛一点自己的输出就会比较难看;萌道天下第一;元素;斗罗当然是斗罗;那必须井盖;逗萝;你要大号就玩战法出手速度和乌鸡差不多但范围大。伤害也在中上游。魔道打造没太好情况下玩因为魔道出手很慢你要是当大号玩会出现我还没输出呢的情况而且很多团不会给你互保
7848125,14,3,加一条。最近2+2包三个奶打;好啥？ 你增幅高就无视别人需求？ 好啥呢？这么牛怎么不单刷呢？跟个臭鱼烂虾一样还组队啥？;我草了都。真知道我？;我寻思着一个愿打一个愿挨没毛病啊;我不放你没意见吧???;轮不到你放。真的;你可以放别的34啊。天下唯独剑魂34？;有本事你别吃34呗。这么牛还吃什么34 商量是这个口气 ？;语气不好听。在现实中。”你没意见吧“这样的话语。都是两人关系不好采用的句子。;无论是谁。如果我是因为没34放个这样的进来。跟我说我不34没意见。我直接就踢出去。还真以为需要你C?
7849372,12,2,要密码哦;只有一c一奶;手搓剑宗666。玩得习惯吗？;普雷就是早上9点;我群号发错了 是656701220;群号发错了现在改过来了;群号错了;现在改过来了;群号错了现在改过来了;群号错了。现在改过来了;没办法;出了那个上衣
7847928,14,3,羡慕神话军神- -我特工跟你一样的打造。只有5000万。特工刷了2000多次深渊了。除了大恍惚。其他一个成套的都没有。。。。;有个特工小号。等三觉。如果三觉让我有想玩冲动就玩起来！;低调。低调;不是我自己的号。我号一样很黑。借的一个小兄弟的号;看看隐藏;看看;6666666666666666;看看隐藏;看看;看看
7807570,14,3,谢谢支持;谢谢支持;谢谢支持;谢谢支持;跨六的顶一顶 正好给我女儿找个工会;挺好的;欢迎;谢谢支持;谢谢支持;谢谢支持
7847362,15,15,你纯表了;人家举例子说打造的重要性。这就较真的人了？;我寻思你在哪儿yygq说了半天想表达个啥？;麻烦先组织一下语言;1、神话不捡、丢商店？请便。;另外。牛头不对马嘴哦。;2、欧洲土豪不会介意别人想不想要保底。欧洲X会;3、你们欧洲土豪？看来你把自己也归类进去的啊。请展示以下你的欧洲和土豪两个属性;这么说吧  神话保底不会存在  即便出现了  他会按账号次数来保底？？现在的工作服保底机制  暗魂水晶  都是不可交易的   神话保底会按账号次数？;啊你们都不懂这个梗的吗;不懂。为什么需要懂;我只想找人正儿八经的跟我辩论一下。应不应该出保底？为什么？有什么影响？;看了那么多反对保底的大佬的言论。没一个满意的。;20个小号不可能  有人要学习有人要工作  你当大家都是无业游民？  还开着20个小号去坐廉价金团？时间呢  你是罗志祥？搁我这时间管理呢？  就算2000次给你个随机保底  歧视永远存在？骑你脸的人永远都存在  人家一发就是军神神话 大幽魂上衣  你一个天堂之翼  唱歌 奔流不息  人家不骑你脸？  就算你不是最差的神话  你一个中等神话  照样被那些大幽魂神话上衣军神耳环骑脸。;你样本过少。大号神话哪有那么多。账号有神话还说得过去;楼主说的很明白了。当你起个小号的时候“因为没有神话而不能进团”;版本的问题就是票子来源少需求多。而且就算对氪金买票来说。也是太贵了。这个事不解决。那一个月一件工作服还得说天天每日。那还毕业个锤子了
7849396,14,10,好糖;吃糖;我知道你呀。之前你的帖子我回复过的。2件赌狗伤害更稳定。下限也被提高了。就是上限也被拉低了。换成3件5000+没问题。但是扔3应该4000也保不住了;SDL。TQL;吃糖！;吃糖;厉害了;吃糖;哇 大糖;赌狗天下第一
7842001,16,18,可以可以;牛比;池塘;666666666;6666;国际服吧;吃糖;吃糖;吃糖;66666666
7850213,12,1,大家有和我一样的吗。引导模式明明显示的是能绑定四个角色。开始打第三个小号的时候就提前绑定满了;普雷也是 漩涡也是;只能绑2个;更新之后的BUG。显示4个还是只能打两个。;就像深渊。你进的时候提示你可以爆神话然而实际并不能;上周就这样了。因为洞察引导能打4个。于是所有引导模式贴图都显示是4个;你这后知后觉的~早就发现是这样了;太难受了。本来cp毕业就困难。小号又被这样阉割;只有洞察引导是4个。其他只有两个;只有洞察引导能进4个。界面应该是统一改了。但是其他引导依然只能进2;界面宽了而已。你建队伍的时候有提示说两个的
7842283,14,7,试试看;马克;马克一下;感觉只有我一个人觉得你说的那个毛玻璃感其实看着眼睛很舒服 不喜欢太锐利的 （啊啊啊啊忍者那套真的好看 果然还是有眼光的人才能发现！;看看看看;手机看不出来;楼主我的显示不支持游戏怎么回事啊;重上游戏好了。。;看看;我也是啊 而且用了详细信息 颜色会变的很亮
7836028,14,5,我打之前看有没有喊的  等个十秒二十秒的 有奶喊我就拉他   不来就拉到   没喊的我就自己打了;30W一人管你啥职业;关键就一般的奶  进图2个buff就站门口等;我估计我的毒奶单刷普通都得好几分钟。只能抱大腿了;是这个道理。很真实;我懒得带。自己的奶也单刷。40秒;组泰波尔斯c慢慢打。慢慢给他回血打破防一轮秒;但是门口喊c真的比想象更烦人。喊不到倒是无所谓大不了不打;某些穿着哈林/神器。武器+7+8的连个宠物都没有。叮叮当当烦你。拒绝也继续。就等你不耐烦了组他;6000的小奶妈。左面七宗罪。100才又捡起来的;右边传说6+段8慈悲。自己带个索爷单刷普通一分钟一把。看那些沙雕能站街上喊半个小时不自己打也是佩服;确实;人的问题。不要上升到职业上去
7849638,14,5,这套能卖多少？很喜欢这套;换矛盾;毕竟真买的人少啊。骗子才是无限购买的大户。不需要成本的骗子可以有货就扫。骗不到就退货。你碰上的几率自然就高了。要么你自己游戏里找人约好了上5173呗。;换矛盾;还得在派出所门口面交;不然对面下来一车面包人;2020年了朋友 法治社会了朋友 你找个网吧 叫一个朋友陪同就行了 他还敢打劫你啊？;以物换物是最不麻烦的。游戏内交易不走任何游戏外内容。;走游戏外百分之90都是诈骗的。;时间结晶换;只走矛盾/时间结晶;挂到上面让客服帮你交易。就是你只负责挂价格。后续交易客服完成。好像是叫担保还是什么模式。反正不用自己发货
7847860,15,13,你想一下。一个人2000保底就有1件。那玩DNF的有多少人。每人2000次甚至更多。这不就是批量吗？那会比平常刷多出多少来。那带来的影响会有多大？完全就是神话满大街跑的节奏;危害就是影响了某些人装B;团本不加倍的危害在哪里;神话肯定会在兮洛克解决的。而且可以定向同部位改造。;给你出10个神话你也穿不上啊。一人只能穿一件的东西怎么就能批量化了;退一步讲。全民人手一件神话的危害是？;出保底不出意外就要打交换神话的碟。人的贪是无穷无尽的。你强化一把13如果官网贴出哦要碎100把12武器后保他强化必成功你觉得好玩？深渊随机本身就算是dnf一个特色了把特色改成恰保底。我个人认为会觉得会缺少乐趣。每天深渊我报的是期待。保底神话我这是个日常罢了;有保底影响了优越党的游戏体验呗;等一个百变怪手搓套裤子。就全身毕业了。然而就没见过神话。我还跨界了一个。;这么说吧。你在无保底的情况下已经氪了一轮了。现在官方给你改机制。后面氪的就有保底了。你怎么想。我觉得看脸出的还是氪金出的都会被恶心到吧;你是跟踪狂么？我只是比如
7841202,15,15,看看
7848715,14,9,等我毕业了就出;不是周年庆就是国庆吧？大概;随便 到国服不还是竞速 XXBB在哪呢   分分钟被打爆;出的越早门槛越低。;我的装备没毕业。神话没出。没开三觉。我反正不想看到希洛克。当然拿剑的毕竟的策划的爹。;等我出完神话再出;马上出。最好;看看; 等我三绝完 至少也得毕业再出 反正有小团体 门槛压力不是太大;周年庆出点加速活动。七月份出希洛克正好
7849241,14,7,我没多少pl药的都单号2000把了;你可能忘记之前攒了很多1点五点疲劳药的吧。你计算都是8的倍数。然而大部分人在最后的时候吃了多少呢;没必要跟这个较真  他就那么一说你就那么一听何必当真  5000把以上的肯定有  但是不超过1%;你这种算法有点问题。就拿以前忘了哪里攒的1点的疲劳药来说。一瓶一瓶的氪。三瓶打完只用了3点疲劳。但是打了3把深渊相当于24疲劳的量。50疲劳的药打完6把剩2点疲劳。相当于又白嫖了6点。所以除了原始自带的188疲劳。靠磕疲劳药打的深渊次数要比(消耗的疲劳数/8)要大不少。而且一般疲劳药种类越多。这个差值就会越大。所以对于很多以前攒了很多疲劳的玩家来讲。一天可以多刷相对于原始188疲劳甚至几倍次数的深渊。;黑钻的就是盒子里的。现在药也吃完了。一周也就390把左右。之前一周600把;小兄弟。刚开半个月之前每天我八百疲劳;疲劳药有的cd互不影响的。;你看aabb开服时候红眼的pl药情况就知道了。我记得他红眼最开始一周是700多把。40天大概就是4000多把。;普通土豪可能没aabb那么多pl药。算个7折也有3000把。也可以了。;大佬们牛皮;大号现在2000把左右。之前各种50PL药都还剩不少。比如远古时期的节日礼包送的50PL药。而且每种礼包送的PL药都是独立日限3。不过现在都吃完了。;看别人存货了 5点一天3次的 我前天才吃完 有2钟  
7837759,12,2,女法就算不三觉也已经有三个职业偷跑加强了。比其他没三觉职业要好一点;因为拉克丝是亲女儿;粗腿是亲女儿。被男格斗超。被女鬼超。下波还有可能被萝莉超。没准韩服一高兴连女枪都超。;就凭立绘重画;红白改的次数一定比女法多。女法只是重做才让你觉得改得多。而不是改的次数多;女鬼那是亲姐;女鬼剑是老婆。女法师是亲女儿;你说是。那就是;我只知道战法改的好像很多。大改就有7次还是8次;就凭四萝莉一起改过二觉立绘。就凭第三个奶系职业。非得给你赶工赶成男鬼那样你才开心?
